product_id,product_name,category,segment,size,color,price,cogs
675,DragonWear RP-19,Outdoor,Activewear,S,white,3779.37,3590.4015
676,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.8987069756,38.9633233387
677,VietMode RP-59,Outdoor,Activewear,XL,silver,16.2568100411,9.2918645209
678,VietMotion RP-06,Outdoor,Activewear,M,yellow,41.6057952907,24.931348582
679,SaigonCore YY-04,GenZ,Trendy,M,yellow,2719.395,2583.42525
680,VietMode RP-42,Outdoor,Activewear,L,red,1802.115,1309.056336
681,HanoiStreet YY-15,GenZ,Trendy,L,white,1038.87,951.397146
682,HanoiStreet RS-09,Outdoor,Premium,M,purple,2267.37,1983.268539
683,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.7289576547,8328.6631489837
684,LotusWear UE-24,Streetwear,Performance,XL,blue,88.7032780293,52.2399826249
685,DragonWear MA-38,Casual,All-weather,L,pink,5355.0,4705.974
686,HanoiStreet RP-18,Outdoor,Activewear,L,red,3782.6770866142,2712.9360065197
687,LotusWear UR-08,Streetwear,Standard,S,green,6434.2574074074,5945.2538444444
688,VietMode RS-20,Outdoor,Premium,L,orange,32.387771232,18.0677724165
689,VietMotion RP-07,Outdoor,Activewear,L,red,1290.87,907.997958
690,HanoiStreet MA-08,Casual,All-weather,M,black,32.8645154132,19.6813856435
691,MekongFit MA-01,Casual,All-weather,XL,blue,4535.0371070013,2953.2161640793
692,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.0140152672,26.8826712644
693,LotusWear RP-04,Outdoor,Activewear,S,green,27.854003962,17.5638161423
694,SaigonCore UE-22,Streetwear,Performance,XL,silver,9128.7,8672.265
695,MekongFit RP-33,Outdoor,Activewear,XL,silver,3432.87,2542.726809
696,SaigonCore UR-11,Streetwear,Standard,M,purple,2235.9309677419,2124.1344193548
697,LotusWear UE-70,Streetwear,Performance,M,yellow,6296.85,5735.17098
698,MekongFit UR-17,Streetwear,Standard,S,red,33.25127873,20.9799477652
699,MekongFit UE-24,Streetwear,Performance,S,pink,5589.4084615385,5309.9380384615
700,VietMode RP-33,Outdoor,Activewear,M,black,4865.7170111732,4089.6351478911
701,VietMode RS-92,Outdoor,Premium,L,white,37.5059678064,23.5901229721
702,LotusWear UE-09,Streetwear,Performance,S,pink,36.7089339123,20.8003221712
703,VietMotion UC-29,Streetwear,Everyday,M,black,7536.5024863884,7159.677362069
704,DragonWear MA-06,Casual,All-weather,L,green,26.4302762019,16.4083703012
705,SaigonFlex UM-25,Streetwear,Balanced,S,red,14672.774556213,13939.1358284024
706,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.9371470372,18.1803517585
707,VietMode RP-09,Outdoor,Activewear,M,silver,2317.9011622074,1762.06846351
708,MekongFit RS-08,Outdoor,Premium,S,red,2225.3802539062,2045.792067416
709,VietMode MP-04,Casual,Activewear,S,green,5794.74,4156.567002
710,HanoiStreet UM-29,Streetwear,Balanced,M,purple,46.6447097438,29.3428956103
711,UrbanVN MA-04,Casual,All-weather,XL,black,28.2053538073,16.1356330978
712,VietMode RP-84,Outdoor,Activewear,S,orange,3652.74,2041.516386
713,SaigonCore UR-03,Streetwear,Standard,M,silver,6307.3719402985,3885.9718524179
714,VietMode RP-45,Outdoor,Activewear,M,blue,4981.022208589,3912.5929448466
715,UrbanVN UC-31,Streetwear,Everyday,S,green,37.9947242981,20.9464988139
716,VietMotion RP-51,Outdoor,Activewear,L,white,715.6008717579,486.6801528826
717,VietMotion RS-11,Outdoor,Premium,L,pink,26.0560501017,15.5854846075
718,VietMode RP-52,Outdoor,Activewear,S,red,5669.055,3895.2076905
719,HanoiStreet UE-33,Streetwear,Performance,S,white,3853.8245454545,3304.6545477273
720,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.3139252336,4666.2869880841
721,VietMotion RP-55,Outdoor,Activewear,L,pink,40.9323895902,23.2076739453
722,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.5075
723,LotusWear UE-01,Streetwear,Performance,S,red,34.036217897,21.3438134179
724,DragonWear UE-03,Streetwear,Performance,XL,purple,7553.7,7176.015
725,DragonWear MA-22,Casual,All-weather,L,orange,6615.0,3489.4125
726,BambooCraft UM-08,Streetwear,Balanced,L,red,10134.107704918,9627.4023196721
727,SaigonFlex UM-02,Streetwear,Balanced,M,silver,17955.9160122699,17058.1202116564
728,HanoiStreet YY-03,GenZ,Trendy,L,orange,3419.9325,2547.50771925
729,HanoiStreet RP-68,Outdoor,Activewear,S,red,3997.0244127214,2058.4675725515
730,HanoiStreet RP-44,Outdoor,Activewear,S,green,23.0340725558,14.123480299
731,HanoiStreet RP-34,Outdoor,Activewear,L,green,2645.37,2343.79782
732,VietMode RP-35,Outdoor,Activewear,XL,blue,1348.7798230088,1048.8111903717
733,SaigonCore UR-10,Streetwear,Standard,S,white,6828.57,5400.033156
734,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.495631068,14966.7708495146
735,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.9428433269,9612.1621773017
736,MekongFit UE-13,Streetwear,Performance,M,silver,3193.262400807,3033.5992807666
737,PhoenixWear UR-19,Streetwear,Standard,XL,blue,5280.815026178,4593.7809912723
738,UrbanVN RP-14,Outdoor,Activewear,XL,yellow,3527.37,1932.99876
739,DragonWear UR-31,Streetwear,Standard,S,red,8757.0,8319.15
740,HanoiStreet RP-05,Outdoor,Activewear,M,silver,2046.87,1742.909805
741,SaigonFlex UM-85,Streetwear,Balanced,S,red,45.2738294274,25.3152333017
742,PhoenixWear RP-01,Outdoor,Activewear,S,pink,34.0771303438,22.0476036108
743,VietMotion YY-16,GenZ,Trendy,XL,silver,936.0128571429,826.4057515714
744,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.6913947895,12.1560931695
745,VietMode MA-26,Casual,All-weather,L,red,41.0817513769,24.3429643951
746,SaigonCore UR-06,Streetwear,Standard,S,red,8561.7,6144.73209
747,VietMode RP-20,Outdoor,Activewear,S,pink,4448.66625,3015.750850875
748,HanoiStreet UE-26,Streetwear,Performance,M,silver,38.2658648731,24.3694935014
749,VietMode RP-03,Outdoor,Activewear,XL,black,4566.24,4337.928
750,VietMode MA-37,Casual,All-weather,M,black,6171.2559060403,4382.2088188792
751,SaigonFlex UC-02,Streetwear,Everyday,M,silver,9523.0760126582,5393.8702535696
752,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.7336363636,7198.3014771818
753,VietMotion MA-02,Casual,All-weather,S,pink,24.3628876107,14.9552217758
754,UrbanVN UE-18,Streetwear,Performance,L,pink,3259.5234926471,1700.493406114
755,VietMode RP-27,Outdoor,Activewear,XL,purple,4912.74,3845.692872
756,UrbanVN RP-21,Outdoor,Activewear,L,green,3369.87,2625.465717
757,DragonWear UR-11,Streetwear,Standard,S,red,52.1553234634,33.81794707
758,SaigonFlex UE-03,Streetwear,Performance,XL,purple,6514.1601265823,3614.7074542405
759,NamStyle YY-08,GenZ,Trendy,M,silver,2834.37,2279.683791
760,VietMode RP-90,Outdoor,Activewear,L,pink,4178.16,3876.4968479999998
761,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.3961538462,5513.7649188462
762,DragonWear UC-04,Streetwear,Everyday,S,orange,37.5509595961,21.3361853656
763,UrbanVN RP-28,Outdoor,Activewear,M,blue,52.3264310534,33.3210437592
764,HanoiStreet UE-44,Streetwear,Performance,XL,purple,9448.74,7307.655516
765,MekongFit RP-34,Outdoor,Activewear,S,pink,3432.87,2650.17564
766,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.122864
767,VietMode RP-98,Outdoor,Activewear,L,green,27.9173280199,15.3706070523
768,BambooCraft UC-12,Streetwear,Everyday,M,blue,8686.7384210526,7189.1447172632
769,SaigonCore UE-05,Streetwear,Performance,L,red,7559.37,4246.098129
770,VietMotion UC-05,Streetwear,Everyday,M,silver,37.6990007108,21.518160799
771,VietMotion YY-06,GenZ,Trendy,M,silver,22.5115973854,12.9262605566
772,MekongFit RP-53,Outdoor,Activewear,XL,silver,1920.87,1824.8265
773,VietMode RS-70,Outdoor,Premium,S,orange,5039.37,4028.472378
774,HanoiStreet UM-02,Streetwear,Balanced,L,pink,21.5773251294,12.3638263676
775,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.393255814,8029.4377780465
776,DragonWear UM-51,Streetwear,Balanced,S,white,59.2291388361,37.5782197178
777,VietMode MA-25,Casual,All-weather,M,yellow,5669.37,5385.9015
778,MekongFit RS-04,Outdoor,Premium,S,green,3151.4643012212,1908.2116343894
779,VietMotion YY-13,GenZ,Trendy,S,white,3296.8472727273,2940.1283978182
780,VietMode RP-42,Outdoor,Activewear,L,red,5038.74,2568.245778
781,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.2583478261,9234.6261483913
782,VietMode RP-78,Outdoor,Activewear,L,green,4156.74,3322.482282
783,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.659921466,3816.4611043743
784,HanoiStreet YY-02,GenZ,Trendy,M,black,4904.0311058151,3874.6749767045
785,LotusWear UM-05,Streetwear,Balanced,XL,silver,9546.0965753425,5405.9544906164
786,VietMode RP-14,Outdoor,Activewear,L,orange,6298.74,5983.803
787,HanoiStreet RP-65,Outdoor,Activewear,M,silver,1477.4889495225,1403.6145020464
788,DragonWear MA-35,Casual,All-weather,XL,purple,5669.37,3727.043838
789,LotusWear UE-32,Streetwear,Performance,XL,black,7633.6792682927,6058.0878673171
790,DragonWear YY-02,GenZ,Trendy,L,pink,6293.7,3768.03819
791,VietMode RP-31,Outdoor,Activewear,XL,yellow,4534.74,4308.003
792,HanoiStreet RS-01,Outdoor,Premium,M,silver,3792.8391780822,3178.3992312329
793,SaigonCore YY-57,GenZ,Trendy,L,orange,2656.2320689655,1842.6281862414
794,UrbanVN UC-26,Streetwear,Everyday,XL,black,2019.9961210762,1168.1637568184
795,NamStyle YY-11,GenZ,Trendy,S,red,1301.6358227848,745.4468357089
796,HanoiStreet UE-17,Streetwear,Performance,S,pink,2601.2820458891,2461.3330718203
797,VietMotion RP-62,Outdoor,Activewear,M,purple,30.5321994249,17.5520890607
798,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.6265
799,VietMotion RP-17,Outdoor,Activewear,S,red,17.2702095328,10.267666749
800,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,10520.4789965398,9994.4550467128
801,UrbanVN RP-10,Outdoor,Activewear,XL,purple,1609.911509434,1048.6963572453
802,LotusWear UE-36,Streetwear,Performance,XL,purple,37.360684575,21.8771941334
803,LotusWear UE-03,Streetwear,Performance,L,orange,11147.85,10315.105605
804,VietMode RP-17,Outdoor,Activewear,M,purple,19.7670347801,11.6399332793
805,VietMotion UC-22,Streetwear,Everyday,L,white,7830.7215358362,5726.606659157
806,PhoenixWear UR-16,Streetwear,Standard,S,red,6611.85,4492.09089
807,LotusWear UR-26,Streetwear,Standard,L,white,10076.85,8442.38493
808,VietMode RP-27,Outdoor,Activewear,XL,purple,4004.8433653846,3125.3797623462
809,HanoiStreet UR-30,Streetwear,Standard,S,white,39.5485001756,24.5043322501
810,LotusWear UE-12,Streetwear,Performance,XL,black,9887.85,9393.4575
811,HanoiStreet UM-14,Streetwear,Balanced,L,red,44.0621085974,27.3021548944
812,SaigonFlex UE-13,Streetwear,Performance,M,purple,6289.682,3754.3111858
813,SaigonFlex UM-96,,Balanced,XL,black,11060.0805446809,10507.0765174468
814,HanoiStreet UR-19,Streetwear,Standard,M,blue,47.805695199,30.9259948547
815,PhoenixWear MA-01,Casual,All-weather,L,orange,6299.37,3167.323236
816,MekongFit UE-06,Streetwear,Performance,L,red,5606.37,3703.568022
817,VietMotion RP-35,Outdoor,Activewear,L,pink,1546.0695505618,846.4730789326
818,VietMotion UE-01,Streetwear,Performance,XL,silver,7343.2760542797,6976.1122515658
819,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,13752.81,7730.454501
820,VietMotion MA-07,Casual,All-weather,M,blue,9177.0352941176,5596.1561223529
821,DragonWear UM-47,Streetwear,Balanced,S,red,37.9572600013,24.5623640295
822,VietMode RS-78,Outdoor,Premium,S,red,4786.74,4547.403
823,VietMode RP-21,Outdoor,Activewear,M,yellow,1652.2595121951,1569.6465365854
824,VietMode RP-18,Outdoor,Activewear,L,green,4781.3909433962,4542.3213962264
825,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.154524
826,SaigonFlex UM-22,Streetwear,Balanced,M,silver,11199.1078723404,8260.4619666383
827,PhoenixWear UE-11,Streetwear,Performance,L,pink,40.6625277093,24.7086519562
828,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.2205882353,9205.4304779412
829,HanoiStreet UE-16,Streetwear,Performance,XL,silver,7343.2525552666,6976.0899275033
830,VietMode RP-16,Outdoor,Activewear,S,white,4011.2745051195,2500.227399041
831,VietMode RS-13,Outdoor,Premium,XL,purple,3356.7945283019,3188.9548018868
832,BambooCraft UM-01,Streetwear,Balanced,XL,blue,10115.0991666667,6342.1671775
833,BambooCraft UM-18,Streetwear,Balanced,S,red,11356.87,6008.919917
834,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099,1250.8665609063
835,LotusWear UR-29,Streetwear,Standard,M,silver,7052.85,5494.17015
836,HanoiStreet UM-08,Streetwear,Balanced,S,white,5543.37,4445.228403
837,UrbanVN RP-29,Outdoor,Activewear,L,white,37.9169621841,22.5785645922
838,LotusWear UE-07,Streetwear,Performance,L,green,5761.35,3392.28288
839,SaigonFlex UE-08,Streetwear,Performance,S,red,7367.85,6999.4575
840,SaigonFlex UM-79,Streetwear,Balanced,L,white,36.7431979121,21.5350923853
841,VietMode RP-57,Outdoor,Activewear,M,purple,2802.24,1672.096608
842,NamStyle YY-35,GenZ,Trendy,S,white,66.8289478003,42.5040287685
843,UrbanVN UR-08,Streetwear,Standard,M,purple,3684.87,2645.368173
844,HanoiStreet RP-78,Outdoor,Activewear,L,red,2708.37,1879.337943
845,MekongFit UR-11,Streetwear,Standard,L,white,58.9393716037,37.6548797162
846,HanoiStreet UE-20,Streetwear,Performance,XL,black,38.2695449947,23.9705343768
847,BambooCraft UC-15,Streetwear,Everyday,S,green,8833.7588888889,7271.9503173333
848,PhoenixWear UE-18,Streetwear,Performance,M,purple,7994.6427272727,6223.8293631818
849,IndigoViet UM-05,Streetwear,Balanced,XL,blue,12468.7033333333,11003.6306916667
850,VietMode MA-04,Casual,All-weather,S,pink,21.485553919,13.2785627134
851,HanoiStreet RP-69,Outdoor,Activewear,M,black,1274.581868806,845.3026953922
852,HanoiStreet RP-02,Outdoor,Activewear,L,white,1952.0120454545,1350.7923354545
853,SaigonCore UC-09,Streetwear,Everyday,XL,blue,5351.85,4369.25034
854,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.6227272727,11971.5415909091
855,VietMode RP-82,Outdoor,Activewear,L,red,4912.74,3997.005264
856,VietMode RP-61,Outdoor,Activewear,M,yellow,5963.9876470588,4995.4360531765
857,MekongFit UM-19,Streetwear,Balanced,L,orange,8326.3340883978,7398.7804709503
858,VietMode RS-81,Outdoor,Premium,XL,blue,5070.87,4513.0743
859,HanoiStreet RP-15,Outdoor,Activewear,XL,silver,818.37,681.129351
860,LotusWear UR-01,Streetwear,Standard,M,yellow,6513.15,4765.02054
861,VietMotion UR-27,Streetwear,Standard,S,white,23.8027500253,14.7288697033
862,VietMotion UC-14,Streetwear,Everyday,L,green,5124.6499105546,4868.4174150268
863,HanoiStreet YY-22,GenZ,Trendy,M,black,17.9278313917,10.4167189524
864,LotusWear UE-27,Streetwear,Performance,L,green,14648.6067567568,7768.1561631081
865,VietMode RP-72,Outdoor,Activewear,S,red,3967.74,3769.353
866,DragonWear UM-14,Streetwear,Balanced,XL,silver,40.0261571187,25.4133902727
867,UrbanVN RP-31,Outdoor,Activewear,S,green,42.6536455581,25.5446139336
868,HanoiStreet UM-33,Streetwear,Balanced,M,yellow,4137.9853846154,3139.0757127692
869,VietMode MA-41,Casual,All-weather,M,purple,5114.97,3436.748343
870,SaigonCore YY-56,GenZ,Trendy,M,black,1259.37,828.161712
871,UrbanVN MA-03,Casual,All-weather,L,red,43.6436412867,27.0314845306
872,DragonWear RP-05,Outdoor,Activewear,L,red,52.8317758304,29.2512183674
873,HanoiStreet UR-11,Streetwear,Standard,M,purple,46.8196074443,28.1511715771
874,DragonWear UM-30,Streetwear,Balanced,XL,blue,10425.1770911722,7115.183364725
875,DragonWear UM-19,Streetwear,Balanced,S,orange,11626.6010362694,9137.3457544041
876,VietMotion RP-63,Outdoor,Activewear,L,green,38.4153972527,23.4992554713
877,UrbanVN UE-01,Streetwear,Performance,M,black,8922.0873913043,8475.9830217391
878,VietMode RP-88,Outdoor,Activewear,S,green,4629.24,2849.29722
879,VietMotion RP-56,Outdoor,Activewear,XL,yellow,58.9463346784,35.484360986
880,HanoiStreet RP-36,Outdoor,Activewear,S,pink,23.4390560297,13.8799548597
881,SaigonFlex UE-10,Streetwear,Performance,L,orange,30.7452776264,17.7340718004
882,DragonWear UM-42,Streetwear,Balanced,XL,purple,10818.7452080238,9215.4071681946
883,VietMotion UM-12,Streetwear,Balanced,M,silver,50.4771531386,31.7944645979
884,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.8229810476,12.1335109174
885,BambooCraft UM-06,Streetwear,Balanced,S,pink,14247.5124932976,13535.1368686327
886,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.081087
887,VietMotion UM-03,Streetwear,Balanced,S,pink,41.4427853836,24.9855947737
888,VietMode MA-36,Casual,All-weather,S,red,5420.1091304348,3545.2933822174
889,VietMode RS-07,Outdoor,Premium,M,yellow,5039.37,2522.708622
890,LotusWear UE-28,Streetwear,Performance,XL,silver,13856.85,8174.155815
891,SaigonCore YY-13,GenZ,Trendy,L,pink,2515.8053649635,2390.0150967153
892,UrbanVN UR-02,Streetwear,Standard,XL,yellow,8126.37,5654.328246
893,VietMotion UR-02,Streetwear,Standard,XL,yellow,45.8513138826,28.6273056788
894,SaigonCore RP-08,Outdoor,Activewear,XL,yellow,64.7526693304,38.8984489157
895,SaigonCore UR-09,Streetwear,Standard,XL,blue,5743.9913592233,5456.7917912621
896,UrbanVN RP-07,Outdoor,Activewear,S,orange,5291.37,2847.286197
897,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.7991218955,11027.7698562455
898,DragonWear UM-01,Streetwear,Balanced,L,white,13273.3770491803,8752.4648262295
899,VietMotion RS-16,Outdoor,Premium,XL,blue,27.6596261824,17.1090423571
900,HanoiStreet RP-14,Outdoor,Activewear,L,green,1341.3127118644,1274.2470762712
901,VietMotion UC-31,Streetwear,Everyday,XL,blue,48.0629710331,30.7250795274
902,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.6263157895,7866.4639121053
903,PhoenixWear MA-06,Casual,All-weather,XL,silver,7874.37,5049.046044
904,MekongFit UM-13,Streetwear,Balanced,S,green,9134.37,8677.6515
905,SaigonFlex UM-77,Streetwear,Balanced,S,orange,11541.5797427653,10964.500755627
906,VietMode MP-21,Casual,Activewear,M,blue,5353.74,4589.225928
907,LotusWear UE-63,Streetwear,Performance,L,orange,8412.9785266458,7352.1019344357
908,SaigonFlex UE-11,Streetwear,Performance,XL,blue,6819.4222543353,6351.6098876879
909,DragonWear UR-14,Streetwear,Standard,XL,blue,5549.752173913,3170.0184417391
910,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.8849557522,6262.6318380531
911,SaigonFlex UM-55,Streetwear,Balanced,L,red,20605.7840625,17102.800771875
912,SaigonFlex UM-29,Streetwear,Balanced,S,white,20475.4515450644,12027.2802375708
913,BambooCraft UC-11,Streetwear,Everyday,S,orange,10488.3715822785,9963.9530031646
914,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.2144726083,10469.2037489779
915,VietMode MA-24,Casual,All-weather,S,pink,8377.74,7154.58996
916,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.13521
917,UrbanVN UC-25,Streetwear,Everyday,L,red,4301.7042660901,3533.850054593
918,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.2558477488,17.4598772228
919,HanoiStreet YY-11,GenZ,Trendy,L,red,31.2821674761,18.743006406
920,HanoiStreet YY-26,GenZ,Trendy,M,purple,37.8233109668,20.8467737612
921,VietMode MA-34,Casual,All-weather,L,pink,4444.02,3357.45711
922,SaigonCore YY-09,GenZ,Trendy,L,white,6265.98,4713.270156
923,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.3363636364,8163.8994436364
924,IndigoViet UM-12,Streetwear,Balanced,L,red,15511.5708196721,10377.2408783607
925,MekongStyle UM-02,Streetwear,Balanced,S,pink,13423.9773298429,12210.4497792251
926,VietMode RS-49,Outdoor,Premium,XL,black,22.3250548013,12.3948063163
927,VietMode RP-12,Outdoor,Activewear,S,red,2622.8902649007,2491.7457516556
928,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.2630434783,6680.546208913
929,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.8405882353,12572.3028578824
930,UrbanVN RP-30,Outdoor,Activewear,XL,purple,28.0470886304,16.8719954978
931,SaigonFlex UM-94,Streetwear,Balanced,M,yellow,10349.2904307692,7115.1371711538
932,PhoenixWear UM-01,Streetwear,Balanced,L,red,10835.37,10293.6015
933,VietMotion YY-04,GenZ,Trendy,XL,purple,1987.569124424,1152.392578341
934,VietMode RP-53,Outdoor,Activewear,M,black,22.2904441215,14.0604687496
935,VietMode RS-05,Outdoor,Premium,XL,silver,4999.05,4046.23107
936,VietMode UR-01,Streetwear,Standard,S,pink,5164.74,2678.950638
937,SaigonCore YY-40,GenZ,Trendy,M,purple,1211.1452442997,735.5285068632
938,UrbanVN MA-12,Casual,All-weather,XL,yellow,24.3077708297,14.0335069523
939,VietMotion MA-05,Casual,All-weather,XL,black,35.6353029466,20.5765908015
940,VietMode RS-48,Outdoor,Premium,L,red,48.5239227155,31.2310265617
941,VietMode MA-18,Casual,All-weather,L,orange,34.1563093528,21.7516685737
942,SaigonCore YY-27,GenZ,Trendy,S,orange,4371.0853846154,3285.3077750769
943,HanoiStreet UR-26,Streetwear,Standard,S,red,54.9687289875,32.4108929582
944,SaigonFlex UM-45,Streetwear,Balanced,S,red,19538.7237117904,12420.7666635852
945,LotusWear UE-55,Streetwear,Performance,L,white,25196.85,23937.0075
946,UrbanVN UR-39,Streetwear,Standard,S,green,2521.2505970149,2395.1880671642
947,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.905,5116.246401
948,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.4454729409,16.0250054413
949,LotusWear UE-56,Streetwear,Performance,XL,purple,10391.85,9872.2575
950,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.1121
951,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.0989156627,6218.0817003976
952,VietMode RP-23,Outdoor,Activewear,XL,black,5140.9021621622,4883.8570540541
953,VietMode RP-09,Outdoor,Activewear,M,silver,3778.74,1940.760864
954,SaigonFlex UM-58,Streetwear,Balanced,M,blue,20.2398670035,12.7897790491
955,LotusWear UE-26,Streetwear,Performance,M,purple,18589.7833333333,11094.3826933333
956,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.9781538462,9943.0986984
957,DragonWear UM-44,Streetwear,Balanced,M,silver,23.8951589975,13.8528576295
958,LotusWear UR-48,Streetwear,Standard,S,green,5749.0607623318,3331.5807117713
959,VietMode RS-89,Outdoor,Premium,XL,black,6002.08875,5701.9843125
960,HanoiStreet RP-59,Outdoor,Activewear,XL,black,2015.37,1914.6015
961,VietMotion RP-59,Outdoor,Activewear,L,orange,3918.2395689196,3722.3275904737
962,DragonWear MA-03,Casual,All-weather,XL,blue,10831.3771884655,10289.8083290422
963,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.1159016393,6593.1559624918
964,MekongFit RP-38,Outdoor,Activewear,S,orange,2116.288125,1846.673017875
965,HanoiStreet UR-08,Streetwear,Standard,L,orange,2246.328984375,1699.7971424766
966,HanoiStreet UM-25,Streetwear,Balanced,M,black,18.0665309928,10.5062123121
967,VietMode MP-27,Casual,Activewear,XL,yellow,4603.34,2585.235744
968,SaigonFlex UM-24,Streetwear,Balanced,XL,yellow,18774.5853982301,12475.7119971239
969,VietMode RP-04,Outdoor,Activewear,S,orange,3054.87,1714.087557
970,SaigonCore UR-02,Streetwear,Standard,S,green,5663.7,5380.515
971,PhoenixWear UR-07,Streetwear,Standard,XL,black,5354.37,2739.295692
972,LotusWear UR-51,Streetwear,Standard,XL,yellow,8186.85,6045.988725
973,VietMode RP-71,Outdoor,Activewear,XL,yellow,4469.5675862069,2982.5424502759
974,PhoenixWear UR-20,Streetwear,Standard,S,white,5279.3164285714,3096.847017
975,HanoiStreet RP-62,Outdoor,Activewear,L,white,22.3981396054,14.3550405133
976,VietMotion UR-13,Streetwear,Standard,L,red,23.8721313605,14.6379457995
977,VietMode RS-66,Outdoor,Premium,S,pink,30.314076033,18.6236881367
978,VietMode RS-46,Outdoor,Premium,S,pink,5496.2969662921,5221.4821179775
979,VietMotion UR-10,Streetwear,Standard,XL,silver,3338.37,1819.41165
980,VietMode RS-31,Outdoor,Premium,M,blue,31.9557452342,19.778896569
981,VietMode RS-44,Outdoor,Premium,L,green,21.678361372,13.4546223646
982,DragonWear UM-53,Streetwear,Balanced,L,green,29.7889424732,17.3344849243
983,VietMode RP-63,Outdoor,Activewear,XL,black,3202.9493023256,2458.9041793953
984,HanoiStreet RP-03,Outdoor,Activewear,XL,purple,1855.6303211009,1707.7365845092
985,VietMode RS-55,Outdoor,Premium,M,silver,4535.37,3411.958851
986,VietMode RP-28,Outdoor,Activewear,S,green,18.1513115308,10.1160815435
987,VietMode RP-51,Outdoor,Activewear,XL,yellow,4629.24,2730.788676
988,SaigonFlex UC-15,Streetwear,Everyday,L,red,5184.6242217899,3404.7427264494
989,VietMotion UC-33,Streetwear,Everyday,M,purple,9105.6025578563,6343.8733020585
990,MekongFit RP-29,Outdoor,Activewear,XL,blue,14.6545400126,8.1176531561
991,DragonWear UM-15,Streetwear,Balanced,S,pink,10710.0,5994.387
992,PhoenixWear UR-05,Streetwear,Standard,M,yellow,41.2165119878,26.2625165145
993,VietMode MA-27,Casual,All-weather,XL,black,21.8696873395,12.7848770494
994,HanoiStreet UR-15,Streetwear,Standard,M,yellow,25.4997412989,14.5002704597
995,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.3436842105,9580.1265
996,HanoiStreet UE-24,Streetwear,Performance,XL,purple,6677.37,6343.5015
997,LotusWear UR-11,Streetwear,Standard,XL,yellow,4799.2801675978,4433.5750188268
998,MekongFit RP-06,Outdoor,Activewear,S,red,1979.3606639004,1361.8001367635
999,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.095,8502.59025
1000,BambooCraft UM-05,Streetwear,Balanced,XL,silver,11388.2493103448,5870.6425194828
